year,Month Week,region,AveragePrice,4046,4225,4770,Small Bags,Large Bags,XLarge Bags,Season,Total Small Avocados,Total Large Avocados,Total XLarge Avocados,type_organic
2016,03/13,DallasFtWorth,0.78,647713,217853,118454,178757,14527,3,Spring,826470,232380,118457,False
2016,03/06,DallasFtWorth,0.76,705096,198717,67156,213428,17359,10,Spring,918524,216076,67166,False
2016,02/28,DallasFtWorth,0.74,717451,207475,53555,202051,19078,17,Winter,919502,226553,53572,False
2016,02/21,DallasFtWorth,0.83,543538,221807,70976,151328,18486,43,Winter,694866,240293,71019,False
2016,02/14,DallasFtWorth,0.65,749745,306905,135347,150047,14228,2278,Winter,899792,321133,137625,False
2016,02/07,DallasFtWorth,0.71,766439,410258,143875,155052,20895,18743,Winter,921491,431153,162618,False
2016,01/31,DallasFtWorth,0.8,603099,287514,78916,121050,19753,18304,Winter,724149,307267,97220,False
2016,01/24,DallasFtWorth,1.02,187313,289208,47421,128164,12679,11245,Winter,315477,301887,58666,False
2016,01/17,DallasFtWorth,0.79,600983,369825,79252,99602,15226,45,Winter,700585,385051,79297,False
2016,01/10,DallasFtWorth,0.85,558567,394770,54920,127168,10290,19,Winter,685735,405060,54939,False
2016,01/03,DallasFtWorth,0.78,551921,411340,80184,144358,3764,357,Winter,696279,415104,80541,False
2016,12/25,Denver,1.04,123942,206365,15600,267985,151602,15,Winter,391927,357967,15615,False
2016,12/18,Denver,1.04,116069,232182,10972,246935,99582,8,Winter,363004,331764,10980,False
2016,12/11,Denver,0.95,110202,219903,11427,303762,118838,0,Winter,413964,338741,11427,False
2016,12/04,Denver,0.91,129940,277374,11512,141279,295881,0,Winter,271219,573255,11512,False
2016,11/27,Denver,1.3,86311,131940,14113,81706,141397,0,Fall,168017,273337,14113,False
2016,11/20,Denver,1.28,94899,146401,15291,164217,123006,0,Fall,259116,269407,15291,False
2016,11/13,Denver,1.18,133528,197035,16010,84341,230381,0,Fall,217869,427416,16010,False
2016,11/06,Denver,1.31,110497,148423,18858,81361,174689,117,Fall,191858,323112,18975,False
2016,10/30,Denver,1.13,99369,239345,16411,76674,144255,297,Fall,176043,383600,16708,False
2016,10/23,Denver,1.24,100519,166315,19086,67816,240555,98,Fall,168335,406870,19184,False
2016,10/16,Denver,1.15,129257,156075,16490,91676,279893,0,Fall,220933,435968,16490,False
2016,10/09,Denver,1.08,149621,240858,13026,85264,269465,0,Fall,234885,510323,13026,False
2016,10/02,Denver,1.18,124504,172835,16447,76212,287071,0,Fall,200716,459906,16447,False
2016,09/25,Denver,1.15,135131,168060,16829,91074,269661,188,Fall,226205,437721,17017,False
2016,09/18,Denver,1.02,134607,198214,16328,87026,320842,338,Fall,221633,519056,16666,False
2016,09/11,Denver,0.98,112292,227729,14432,93898,342085,1127,Fall,206190,569814,15559,False
2016,09/04,Denver,0.91,146921,254464,17239,83143,422509,0,Fall,230064,676973,17239,False
2016,08/28,Denver,0.91,138029,282568,13197,131367,390977,1325,Summer,269396,673545,14522,False
2016,08/21,Denver,1.22,150776,190694,13732,119819,127269,715,Summer,270595,317963,14447,False
2016,08/14,Denver,1.18,120449,189114,19582,100509,228324,0,Summer,220958,417438,19582,False
2016,08/07,Denver,1.14,168010,183568,18624,151220,172079,1612,Summer,319230,355647,20236,False
2016,07/31,Denver,1.15,144730,178801,19083,200378,129901,693,Summer,345108,308702,19776,False
2016,07/24,Denver,1.17,128025,187555,19241,135290,217563,3218,Summer,263315,405118,22459,False
2016,07/17,Denver,1.07,145158,204309,19016,148177,254837,105,Summer,293335,459146,19121,False
2016,07/10,Denver,1.04,190377,230361,20484,137890,252846,3155,Summer,328267,483207,23639,False
2016,07/03,Denver,1.03,170576,256861,21306,200147,162792,4015,Summer,370723,419653,25321,False
2016,06/26,Denver,0.98,165858,229712,17278,146703,213090,1033,Summer,312561,442802,18311,False
2016,06/19,Denver,1.0,188105,224899,20738,96129,260598,541,Summer,284234,485497,21279,False
2016,06/12,Denver,0.96,179533,242834,19838,91438,284376,1642,Summer,270971,527210,21480,False
2016,06/05,Denver,0.85,184534,326966,16485,83337,327755,0,Summer,267871,654721,16485,False
2016,05/29,Denver,0.85,181470,282618,33023,79916,400601,240,Spring,261386,683219,33263,False
2016,05/22,Denver,0.9,160299,266856,17526,79603,407238,623,Spring,239902,674094,18149,False
2016,05/15,Denver,0.9,159348,252574,39117,71486,427648,2179,Spring,230834,680222,41296,False
2016,05/08,Denver,0.8,181354,427697,13291,73293,416966,1310,Spring,254647,844663,14601,False
2016,05/01,Denver,0.87,153151,261525,15299,155354,231175,2604,Spring,308505,492700,17903,False
2016,04/24,Denver,0.93,132550,225788,11418,89444,200703,2006,Spring,221994,426491,13424,False
2016,04/17,Denver,0.78,171831,285967,27995,59672,461184,4612,Spring,231503,747151,32607,False
2016,04/10,Denver,0.77,127374,353040,11020,178429,311446,1505,Spring,305803,664486,12525,False
2016,04/03,Denver,0.83,153221,209188,25632,39142,402239,0,Spring,192363,611427,25632,False
2016,03/27,Denver,0.95,150919,208644,20423,47124,289789,0,Spring,198043,498433,20423,False
2016,03/20,Denver,0.73,138938,360370,10950,46784,448815,0,Spring,185722,809185,10950,False
2016,03/13,Denver,0.83,158016,261685,33866,50279,320943,1,Spring,208295,582628,33867,False
2016,03/06,Denver,0.98,145893,242906,18706,47418,216743,0,Spring,193311,459649,18706,False
2016,02/28,Denver,0.74,118099,300335,62908,43136,533591,17,Winter,161235,833926,62925,False
2016,02/21,Denver,0.73,155250,331998,14973,43379,409969,12,Winter,198629,741967,14985,False
2016,02/14,Denver,0.7,178547,277085,17992,43323,449185,0,Winter,221870,726270,17992,False
2016,02/07,Denver,0.63,230721,557897,18935,50217,507786,0,Winter,280938,1065683,18935,False
2016,01/31,Denver,0.8,167669,270481,27489,45613,381448,0,Winter,213282,651929,27489,False
2016,01/24,Denver,0.6,25727,404617,15454,43669,706052,0,Winter,69396,1110669,15454,False
2016,01/17,Denver,0.66,118599,403009,31009,43026,649528,0,Winter,161625,1052537,31009,False
2016,01/10,Denver,0.72,146631,366330,37684,44731,499568,0,Winter,191362,865898,37684,False
2016,01/03,Denver,0.6,114121,526048,10374,33033,611655,12,Winter,147154,1137703,10386,False
2016,12/25,Detroit,1.06,89825,59758,7121,161040,2191,19,Winter,250865,61949,7140,False
2016,12/18,Detroit,1.05,82536,85859,10805,117398,2071,84,Winter,199934,87930,10889,False
2016,12/11,Detroit,0.95,135589,44003,5245,145974,2039,257,Winter,281563,46042,5502,False
2016,12/04,Detroit,0.81,156549,173437,22752,188722,3634,118,Winter,345271,177071,22870,False
2016,11/27,Detroit,1.18,86557,47554,4974,121146,2289,7,Fall,207703,49843,4981,False
2016,11/20,Detroit,1.35,76104,46523,5327,114230,1381,8,Fall,190334,47904,5335,False
2016,11/13,Detroit,1.39,78974,43868,5687,107105,873,14,Fall,186079,44741,5701,False
2016,11/06,Detroit,1.4,80604,46242,5688,97805,1073,7,Fall,178409,47315,5695,False
2016,10/30,Detroit,1.4,75576,41553,4805,70936,1058,8,Fall,146512,42611,4813,False
2016,10/23,Detroit,1.35,84500,51517,8023,80684,2492,16,Fall,165184,54009,8039,False
2016,10/16,Detroit,1.26,83560,51486,6767,112344,2581,3,Fall,195904,54067,6770,False
2016,10/09,Detroit,1.27,85266,50763,6966,104611,6147,130,Fall,189877,56910,7096,False
2016,10/02,Detroit,1.25,83699,49320,7837,118414,7604,16,Fall,202113,56924,7853,False
2016,09/25,Detroit,1.24,89632,50863,8202,124695,1542,1,Fall,214327,52405,8203,False
2016,09/18,Detroit,1.1,105595,53981,8602,147793,4601,174,Fall,253388,58582,8776,False
2016,09/11,Detroit,1.09,123013,57728,10905,143846,4395,0,Fall,266859,62123,10905,False
2016,09/04,Detroit,1.08,119899,56047,11880,138186,287,35,Fall,258085,56334,11915,False
2016,08/28,Detroit,1.01,123353,54190,10761,164229,533,352,Summer,287582,54723,11113,False
2016,08/21,Detroit,1.15,121469,53707,13151,127061,108,1360,Summer,248530,53815,14511,False
2016,08/14,Detroit,1.08,127204,53136,15900,168988,1081,696,Summer,296192,54217,16596,False
2016,08/07,Detroit,1.13,127164,60621,20552,124979,18669,776,Summer,252143,79290,21328,False
2016,07/31,Detroit,1.16,133525,51178,23139,122542,5808,3981,Summer,256067,56986,27120,False
2016,07/24,Detroit,1.15,133984,39970,40559,111538,10056,18467,Summer,245522,50026,59026,False
2016,07/17,Detroit,1.17,126817,41460,41888,100212,906,16951,Summer,227029,42366,58839,False
2016,07/10,Detroit,1.18,117420,41580,38634,82669,14996,15939,Summer,200089,56576,54573,False
2016,07/03,Detroit,1.17,127175,42029,37960,113573,2084,13879,Summer,240748,44113,51839,False
2016,06/26,Detroit,1.13,116197,50835,57169,101180,242,18764,Summer,217377,51077,75933,False
2016,06/19,Detroit,1.0,149055,60807,75225,130698,1731,25442,Summer,279753,62538,100667,False
2016,06/12,Detroit,0.98,162656,38374,38384,160647,1915,12553,Summer,323303,40289,50937,False
2016,06/05,Detroit,0.92,121769,90921,123670,94467,3849,38452,Summer,216236,94770,162122,False
2016,05/29,Detroit,1.04,127403,45533,38082,122656,4439,10441,Spring,250059,49972,48523,False
2016,05/22,Detroit,1.07,118921,40268,35077,94755,4350,9956,Spring,213676,44618,45033,False
2016,05/15,Detroit,0.86,139497,86027,120894,86915,16445,35871,Spring,226412,102472,156765,False
2016,05/08,Detroit,0.96,168696,84169,107930,91310,21053,27264,Spring,260006,105222,135194,False
2016,05/01,Detroit,1.0,109542,48135,46048,97920,6527,11216,Spring,207462,54662,57264,False
2016,04/24,Detroit,1.0,116267,50906,45925,102880,6973,8156,Spring,219147,57879,54081,False
2016,04/17,Detroit,0.97,96173,116000,132061,66168,6262,30679,Spring,162341,122262,162740,False
2016,04/10,Detroit,1.03,126215,30729,44982,92085,10172,8811,Spring,218300,40901,53793,False
2016,04/03,Detroit,1.02,121653,33903,72329,65916,27480,13825,Spring,187569,61383,86154,False
2016,03/27,Detroit,1.05,80333,65448,119488,55446,37647,20067,Spring,135779,103095,139555,False
2016,03/20,Detroit,1.09,78492,67761,111819,58374,35829,19362,Spring,136866,103590,131181,False
2016,03/13,Detroit,1.12,82406,42593,65646,66513,32804,9562,Spring,148919,75397,75208,False
2016,03/06,Detroit,0.97,79240,86747,154833,47041,43570,30487,Spring,126281,130317,185320,False
2016,02/28,Detroit,1.13,82100,66020,108296,49708,19350,16989,Winter,131808,85370,125285,False
2016,02/21,Detroit,1.2,76211,42300,62843,47259,10247,8957,Winter,123470,52547,71800,False
2016,02/14,Detroit,1.0,129795,51191,71030,60254,12167,10104,Winter,190049,63358,81134,False
2016,02/07,Detroit,0.77,169611,118251,192417,58664,17270,38570,Winter,228275,135521,230987,False
2016,01/31,Detroit,1.04,131406,59678,96298,49335,12767,15125,Winter,180741,72445,111423,False
2016,01/24,Detroit,0.94,154051,95837,151279,58403,4513,25498,Winter,212454,100350,176777,False
2016,01/17,Detroit,1.11,82804,46382,78514,70769,4505,10270,Winter,153573,50887,88784,False
2016,01/10,Detroit,1.1,133286,49832,73427,57082,2453,9915,Winter,190368,52285,83342,False
2016,01/03,Detroit,0.86,165617,93942,143911,51669,2096,35462,Winter,217286,96038,179373,False
2016,12/25,GrandRapids,1.33,1345,91323,3768,47453,5227,230,Winter,48798,96550,3998,False
2016,12/18,GrandRapids,1.14,908,109288,4631,42335,3947,26,Winter,43243,113235,4657,False
2016,12/11,GrandRapids,1.2,1044,60598,2268,58703,5538,12,Winter,59747,66136,2280,False
2016,12/04,GrandRapids,0.92,1092,189101,9125,61980,2547,55,Winter,63072,191648,9180,False
2016,11/27,GrandRapids,1.44,1329,62173,2035,34494,3626,37,Fall,35823,65799,2072,False
2016,11/20,GrandRapids,1.46,1165,82541,2576,39610,1472,25,Fall,40775,84013,2601,False
2016,11/13,GrandRapids,1.59,1340,62841,2934,50551,892,5,Fall,51891,63733,2939,False
2016,11/06,GrandRapids,1.67,1858,58869,2785,34753,1713,20,Fall,36611,60582,2805,False
2016,10/30,GrandRapids,1.42,1991,80587,2821,17160,4411,41,Fall,19151,84998,2862,False
2016,10/23,GrandRapids,1.72,1234,64735,3120,26017,5758,37,Fall,27251,70493,3157,False
2016,10/16,GrandRapids,1.63,1510,69625,3811,38573,4300,20,Fall,40083,73925,3831,False
2016,10/09,GrandRapids,1.62,1531,67528,3408,39395,4580,32,Fall,40926,72108,3440,False
2016,10/02,GrandRapids,1.6,1617,67660,4166,43757,4868,20,Fall,45374,72528,4186,False
2016,09/25,GrandRapids,1.55,2757,75047,4714,47569,7490,18,Fall,50326,82537,4732,False
2016,09/18,GrandRapids,1.49,1406,82346,4837,44436,6479,5,Fall,45842,88825,4842,False
2016,09/11,GrandRapids,1.58,1710,76987,6085,46524,5159,24,Fall,48234,82146,6109,False
2016,09/04,GrandRapids,1.52,2698,79726,8313,47210,4235,728,Fall,49908,83961,9041,False
2016,08/28,GrandRapids,1.45,2477,68530,10744,54347,4939,2009,Summer,56824,73469,12753,False
2016,08/21,GrandRapids,1.63,2041,66472,18506,39617,1742,4514,Summer,41658,68214,23020,False
2016,08/14,GrandRapids,1.53,1835,61893,23661,49618,3263,7438,Summer,51453,65156,31099,False
2016,08/07,GrandRapids,1.59,2219,72545,19401,42209,3446,5385,Summer,44428,75991,24786,False
2016,07/31,GrandRapids,1.6,2218,78075,12112,44479,3058,2356,Summer,46697,81133,14468,False
2016,07/24,GrandRapids,1.6,2349,66146,26206,40486,3842,9970,Summer,42835,69988,36176,False
2016,07/17,GrandRapids,1.58,2136,69205,24890,38583,3582,8332,Summer,40719,72787,33222,False
2016,07/10,GrandRapids,1.6,1971,70502,21317,25889,4005,10061,Summer,27860,74507,31378,False
2016,07/03,GrandRapids,1.49,2334,79978,20020,42381,4598,10253,Summer,44715,84576,30273,False
2016,06/26,GrandRapids,1.26,2370,104539,14725,49679,4816,7415,Summer,52049,109355,22140,False
2016,06/19,GrandRapids,1.26,3034,130169,18998,49222,4610,10264,Summer,52256,134779,29262,False
2016,06/12,GrandRapids,1.36,3254,93760,2234,62658,4765,1030,Summer,65912,98525,3264,False
2016,06/05,GrandRapids,0.93,1814,218134,6825,76847,6582,698,Summer,78661,224716,7523,False
2016,05/29,GrandRapids,1.32,2079,117665,2496,65724,5039,453,Spring,67803,122704,2949,False
2016,05/22,GrandRapids,1.31,1949,84537,4986,50741,7308,2318,Spring,52690,91845,7304,False
2016,05/15,GrandRapids,0.88,1673,211337,6471,67998,7823,402,Spring,69671,219160,6873,False
2016,05/08,GrandRapids,1.04,1949,201017,5353,56652,6645,439,Spring,58601,207662,5792,False
2016,05/01,GrandRapids,1.12,1858,131194,3002,49040,6737,70,Spring,50898,137931,3072,False
2016,04/24,GrandRapids,1.07,2001,113325,3088,55324,8087,30,Spring,57325,121412,3118,False
2016,04/17,GrandRapids,0.89,1877,256399,8605,58861,6229,217,Spring,60738,262628,8822,False
2016,04/10,GrandRapids,1.17,2129,95776,3412,47307,5850,667,Spring,49436,101626,4079,False
2016,04/03,GrandRapids,1.1,2410,97646,3234,47054,6427,110,Spring,49464,104073,3344,False
2016,03/27,GrandRapids,0.99,2298,146037,5101,53892,9316,141,Spring,56190,155353,5242,False
2016,03/20,GrandRapids,1.07,2126,140410,4357,55984,5768,65,Spring,58110,146178,4422,False
2016,03/13,GrandRapids,1.15,2180,91194,2607,43482,9621,32,Spring,45662,100815,2639,False
2016,03/06,GrandRapids,0.91,1974,191952,7752,54011,3633,243,Spring,55985,195585,7995,False
2016,02/28,GrandRapids,1.07,2248,141141,5163,49889,3808,103,Winter,52137,144949,5266,False
2016,02/21,GrandRapids,1.16,3581,93603,4067,36166,5150,112,Winter,39747,98753,4179,False
2016,02/14,GrandRapids,1.13,3573,98244,14048,28771,6755,3583,Winter,32344,104999,17631,False
2016,02/07,GrandRapids,0.94,3935,205006,43866,23628,2405,11711,Winter,27563,207411,55577,False
2016,01/31,GrandRapids,1.13,3588,126342,14941,29860,3444,4808,Winter,33448,129786,19749,False
2016,01/24,GrandRapids,0.94,2407,195585,16377,38643,2467,5117,Winter,41050,198052,21494,False
2016,01/17,GrandRapids,1.05,3810,106814,5407,52363,2469,1300,Winter,56173,109283,6707,False
2016,01/10,GrandRapids,1.17,3614,110381,3921,38446,3621,447,Winter,42060,114002,4368,False
2016,01/03,GrandRapids,0.92,3985,191590,12294,42961,2684,5372,Winter,46946,194274,17666,False
2016,12/25,HarrisburgScranton,1.45,28999,97383,1529,55674,2560,31,Winter,84673,99943,1560,False
2016,12/18,HarrisburgScranton,1.21,25826,133480,208,50217,1184,0,Winter,76043,134664,208,False
2016,12/11,HarrisburgScranton,1.26,27491,115422,112,57170,2403,0,Winter,84661,117825,112,False
2016,12/04,HarrisburgScranton,1.4,27161,93528,71,50780,800,73,Winter,77941,94328,144,False
2016,11/27,HarrisburgScranton,1.4,26022,81008,83,47430,740,0,Fall,73452,81748,83,False
2016,11/20,HarrisburgScranton,1.37,29191,91102,117,70656,687,0,Fall,99847,91789,117,False
2016,11/13,HarrisburgScranton,1.42,39007,92584,127,65222,972,6,Fall,104229,93556,133,False
2016,11/06,HarrisburgScranton,1.55,40523,82049,151,51326,756,30,Fall,91849,82805,181,False
2016,10/30,HarrisburgScranton,1.59,35332,78894,87,56958,378,0,Fall,92290,79272,87,False
2016,10/23,HarrisburgScranton,1.6,35724,99575,113,60146,186,62,Fall,95870,99761,175,False
2016,10/16,HarrisburgScranton,1.49,43579,95964,176,65296,711,0,Fall,108875,96675,176,False
2016,10/09,HarrisburgScranton,1.42,43010,111487,218,63388,985,0,Fall,106398,112472,218,False
2016,10/02,HarrisburgScranton,1.4,42262,106682,191,64688,902,0,Fall,106950,107584,191,False
2016,09/25,HarrisburgScranton,1.37,68045,89410,183,63530,771,77,Fall,131575,90181,260,False
2016,09/18,HarrisburgScranton,1.26,75557,73638,176,69128,2196,0,Fall,144685,75834,176,False
2016,09/11,HarrisburgScranton,1.19,108308,103071,124,59029,2061,16,Fall,167337,105132,140,False
2016,09/04,HarrisburgScranton,1.15,77540,112618,230,119477,1159,150,Fall,197017,113777,380,False
2016,08/28,HarrisburgScranton,1.32,45946,114244,1086,102788,2348,2963,Summer,148734,116592,4049,False
2016,08/21,HarrisburgScranton,1.28,41521,119685,101,85855,7905,3240,Summer,127376,127590,3341,False
2016,08/14,HarrisburgScranton,1.22,49712,114887,193,98315,6769,2220,Summer,148027,121656,2413,False
2016,08/07,HarrisburgScranton,1.24,56263,109039,538,96274,1282,3685,Summer,152537,110321,4223,False
2016,07/31,HarrisburgScranton,1.37,48175,110154,346,90147,591,4255,Summer,138322,110745,4601,False
2016,07/24,HarrisburgScranton,1.36,42713,103033,272,92482,553,8220,Summer,135195,103586,8492,False
2016,07/17,HarrisburgScranton,1.25,37155,99016,207,100384,1258,11095,Summer,137539,100274,11302,False
2016,07/10,HarrisburgScranton,1.21,43879,118215,436,102165,1667,8418,Summer,146044,119882,8854,False
2016,07/03,HarrisburgScranton,1.23,41551,129783,762,103961,867,10761,Summer,145512,130650,11523,False
2016,06/26,HarrisburgScranton,1.24,38571,141142,592,91756,984,4430,Summer,130327,142126,5022,False
2016,06/19,HarrisburgScranton,1.26,41124,132642,298,86477,1092,5600,Summer,127601,133734,5898,False
2016,06/12,HarrisburgScranton,1.24,43253,114426,124,85233,1541,5650,Summer,128486,115967,5774,False
2016,06/05,HarrisburgScranton,1.23,40843,134735,191,84588,5236,1630,Summer,125431,139971,1821,False
2016,05/29,HarrisburgScranton,1.13,44168,143022,136,79281,12975,430,Spring,123449,155997,566,False
2016,05/22,HarrisburgScranton,1.12,40865,124677,182,90017,775,1080,Spring,130882,125452,1262,False
2016,05/15,HarrisburgScranton,1.08,34543,159858,227,73289,2719,0,Spring,107832,162577,227,False
2016,05/08,HarrisburgScranton,0.91,47270,247409,357,77855,651,0,Spring,125125,248060,357,False
2016,05/01,HarrisburgScranton,0.99,52276,185445,362,76346,1979,0,Spring,128622,187424,362,False
2016,04/24,HarrisburgScranton,1.09,50495,157366,235,74325,1112,0,Spring,124820,158478,235,False
2016,04/17,HarrisburgScranton,1.05,42204,135971,137,76854,2575,0,Spring,119058,138546,137,False
2016,04/10,HarrisburgScranton,1.05,42096,116591,168,75903,2379,0,Spring,117999,118970,168,False
2016,04/03,HarrisburgScranton,1.13,36366,88833,90,59419,1962,0,Spring,95785,90795,90,False
2016,03/27,HarrisburgScranton,1.15,35550,135847,156,74484,1349,0,Spring,110034,137196,156,False
2016,03/20,HarrisburgScranton,1.08,35428,159452,270,72833,1472,0,Spring,108261,160924,270,False
2016,03/13,HarrisburgScranton,1.13,35473,148078,202,71738,1293,0,Spring,107211,149371,202,False
2016,03/06,HarrisburgScranton,1.17,40527,130174,211,68304,1631,0,Spring,108831,131805,211,False
2016,02/28,HarrisburgScranton,1.11,36910,157390,213,58909,1530,0,Winter,95819,158920,213,False
2016,02/21,HarrisburgScranton,1.15,33667,136616,158,62779,2217,0,Winter,96446,138833,158,False
2016,02/14,HarrisburgScranton,1.09,39983,155336,224,67077,2282,0,Winter,107060,157618,224,False
2016,02/07,HarrisburgScranton,1.1,42668,186545,334,78497,2120,0,Winter,121165,188665,334,False
2016,01/31,HarrisburgScranton,1.07,30150,141567,148,67727,1318,0,Winter,97877,142885,148,False
2016,01/24,HarrisburgScranton,1.13,30857,145118,187,92434,1261,0,Winter,123291,146379,187,False
2016,01/17,HarrisburgScranton,1.15,37242,127825,215,85284,1204,0,Winter,122526,129029,215,False
2016,01/10,HarrisburgScranton,1.14,38270,113995,142,77645,1205,0,Winter,115915,115200,142,False
2016,01/03,HarrisburgScranton,1.09,36241,157969,315,57475,691,0,Winter,93716,158660,315,False
2016,12/25,HartfordSpringfield,1.49,2977,178949,7914,47076,865,317,Winter,50053,179814,8231,False
2016,12/18,HartfordSpringfield,1.22,4769,256345,995,41573,224,142,Winter,46342,256569,1137,False
2016,12/11,HartfordSpringfield,1.42,3321,186954,2350,51964,839,290,Winter,55285,187793,2640,False
2016,12/04,HartfordSpringfield,1.54,3426,160247,591,42957,124,135,Winter,46383,160371,726,False
2016,11/27,HartfordSpringfield,1.57,4269,149413,119,41408,9,0,Fall,45677,149422,119,False
2016,11/20,HartfordSpringfield,1.62,4755,168091,122,66362,1324,0,Fall,71117,169415,122,False
2016,11/13,HartfordSpringfield,1.82,3119,129123,107,52391,187,0,Fall,55510,129310,107,False
2016,11/06,HartfordSpringfield,1.83,3070,119662,161,50160,565,0,Fall,53230,120227,161,False
2016,10/30,HartfordSpringfield,1.81,2704,130995,191,46140,79,0,Fall,48844,131074,191,False
2016,10/23,HartfordSpringfield,1.78,4201,152903,194,56074,104,69,Fall,60275,153007,263,False
2016,10/16,HartfordSpringfield,1.82,4396,148210,239,56021,98,0,Fall,60417,148308,239,False
2016,10/09,HartfordSpringfield,1.62,7855,171100,274,51617,39,175,Fall,59472,171139,449,False
2016,10/02,HartfordSpringfield,1.69,17695,145719,620,52592,190,0,Fall,70287,145909,620,False
2016,09/25,HartfordSpringfield,1.63,42274,125999,127,55353,628,10,Fall,97627,126627,137,False
2016,09/18,HartfordSpringfield,1.51,37691,130354,132,64310,1375,5,Fall,102001,131729,137,False
2016,09/11,HartfordSpringfield,1.22,84826,225724,197,52152,1137,15,Fall,136978,226861,212,False
2016,09/04,HartfordSpringfield,1.54,10730,199814,842,67173,733,334,Fall,77903,200547,1176,False
2016,08/28,HartfordSpringfield,1.59,3266,209240,277,72124,1646,1073,Summer,75390,210886,1350,False
2016,08/21,HartfordSpringfield,1.46,2617,191018,223,100062,4268,1355,Summer,102679,195286,1578,False
2016,08/14,HartfordSpringfield,1.46,6429,186844,655,100492,2318,1275,Summer,106921,189162,1930,False
2016,08/07,HartfordSpringfield,1.5,4285,183604,565,99391,119,190,Summer,103676,183723,755,False
2016,07/31,HartfordSpringfield,1.72,3820,170920,200,78539,340,1205,Summer,82359,171260,1405,False
2016,07/24,HartfordSpringfield,1.7,3244,165702,149,82571,738,2280,Summer,85815,166440,2429,False
2016,07/17,HartfordSpringfield,1.63,3078,173492,287,78534,347,3676,Summer,81612,173839,3963,False
2016,07/10,HartfordSpringfield,1.46,3434,192338,700,90776,1638,3723,Summer,94210,193976,4423,False
2016,07/03,HartfordSpringfield,1.47,3261,212724,1330,88150,547,3881,Summer,91411,213271,5211,False
2016,06/26,HartfordSpringfield,1.41,3520,245341,263,77811,318,2365,Summer,81331,245659,2628,False
2016,06/19,HartfordSpringfield,1.5,4764,253641,308,73922,882,2185,Summer,78686,254523,2493,False
2016,06/12,HartfordSpringfield,1.47,7760,242441,318,71188,584,2670,Summer,78948,243025,2988,False
2016,06/05,HartfordSpringfield,1.46,4757,219463,245,75889,577,2185,Summer,80646,220040,2430,False
2016,05/29,HartfordSpringfield,1.15,5717,310084,433,63033,1485,1690,Spring,68750,311569,2123,False
2016,05/22,HartfordSpringfield,1.26,3701,224262,521,66397,940,1070,Spring,70098,225202,1591,False
2016,05/15,HartfordSpringfield,1.24,5224,353742,778,55425,1053,40,Spring,60649,354795,818,False
2016,05/08,HartfordSpringfield,0.86,6157,449501,436,64704,1765,0,Spring,70861,451266,436,False
2016,05/01,HartfordSpringfield,1.18,4163,286951,246,59813,2064,0,Spring,63976,289015,246,False
2016,04/24,HartfordSpringfield,1.25,4251,277215,684,59633,982,28,Spring,63884,278197,712,False
2016,04/17,HartfordSpringfield,1.18,3817,212803,95,66917,802,43,Spring,70734,213605,138,False
2016,04/10,HartfordSpringfield,1.17,4510,213983,172,61560,283,220,Spring,66070,214266,392,False
2016,04/03,HartfordSpringfield,1.36,4183,204807,449,44065,566,128,Spring,48248,205373,577,False
2016,03/27,HartfordSpringfield,1.31,3703,234448,196,55053,1199,0,Spring,58756,235647,196,False
2016,03/20,HartfordSpringfield,1.17,5155,315607,278,51367,963,0,Spring,56522,316570,278,False
2016,03/13,HartfordSpringfield,1.3,4317,253676,179,56230,990,0,Spring,60547,254666,179,False
2016,03/06,HartfordSpringfield,1.27,4867,241128,295,64019,1189,3,Spring,68886,242317,298,False
2016,02/28,HartfordSpringfield,1.17,5558,305866,232,43903,1941,0,Winter,49461,307807,232,False
2016,02/21,HartfordSpringfield,1.28,4492,214537,279,66444,2422,0,Winter,70936,216959,279,False
2016,02/14,HartfordSpringfield,1.1,6064,326486,316,61273,4299,0,Winter,67337,330785,316,False
2016,02/07,HartfordSpringfield,1.16,4834,306373,530,78438,3684,3,Winter,83272,310057,533,False
2016,01/31,HartfordSpringfield,1.12,5276,322397,255,59996,2208,0,Winter,65272,324605,255,False
2016,01/24,HartfordSpringfield,1.27,2330,234916,304,75964,4411,5,Winter,78294,239327,309,False
2016,01/17,HartfordSpringfield,1.18,4186,265631,222,81352,1079,0,Winter,85538,266710,222,False
2016,01/10,HartfordSpringfield,1.26,3361,213814,238,64792,1911,0,Winter,68153,215725,238,False
2016,01/03,HartfordSpringfield,1.07,4199,275680,297,41477,1096,0,Winter,45676,276776,297,False
2016,12/25,Houston,0.72,571303,238201,3257,144114,169972,0,Winter,715417,408173,3257,False
2016,12/18,Houston,0.63,576578,258779,2885,155393,219296,0,Winter,731971,478075,2885,False
2016,12/11,Houston,0.73,413907,275659,3480,70239,252687,0,Winter,484146,528346,3480,False
2016,12/04,Houston,0.71,592360,274633,4508,64285,195107,0,Winter,656645,469740,4508,False
2016,11/27,Houston,0.82,525324,173401,3567,81852,70483,0,Fall,607176,243884,3567,False
2016,11/20,Houston,0.99,466960,202860,4070,58525,94915,13,Fall,525485,297775,4083,False
2016,11/13,Houston,1.05,431731,231630,4850,61276,99274,102,Fall,493007,330904,4952,False
2016,11/06,Houston,1.12,430098,168814,2921,78827,102248,0,Fall,508925,271062,2921,False
