year,Month Week,region,AveragePrice,Total Volume,Total Singles,Total Bags,type
2016,09/04,DallasFtWorth,0.74,1390891,978715,412175,conventional
2016,08/28,DallasFtWorth,0.74,1260685,883227,377458,conventional
2016,08/21,DallasFtWorth,0.77,1215161,861315,353846,conventional
2016,08/14,DallasFtWorth,0.88,1132112,857232,274879,conventional
2016,08/07,DallasFtWorth,0.83,1244080,956432,287648,conventional
2016,07/31,DallasFtWorth,0.88,1163785,888682,275102,conventional
2016,07/24,DallasFtWorth,0.94,1188812,884132,304679,conventional
2016,07/17,DallasFtWorth,0.96,1070350,760013,310336,conventional
2016,07/10,DallasFtWorth,0.91,1080238,791437,288800,conventional
2016,07/03,DallasFtWorth,0.89,1350870,979069,371800,conventional
2016,06/26,DallasFtWorth,0.85,1277488,957480,320008,conventional
2016,06/19,DallasFtWorth,0.87,1236820,945729,291091,conventional
2016,06/12,DallasFtWorth,0.84,1272166,1002731,269435,conventional
2016,06/05,DallasFtWorth,0.82,1343656,1044496,299159,conventional
2016,05/29,DallasFtWorth,0.77,1354696,1034067,320629,conventional
2016,05/22,DallasFtWorth,0.7,1378888,1052011,326877,conventional
2016,05/15,DallasFtWorth,0.71,1366439,1006400,360039,conventional
2016,05/08,DallasFtWorth,0.72,1475782,1121152,354629,conventional
2016,05/01,DallasFtWorth,0.71,1433697,1055303,378393,conventional
2016,04/24,DallasFtWorth,0.65,1482923,1103302,379620,conventional
2016,04/17,DallasFtWorth,0.69,1339725,991623,348101,conventional
2016,04/10,DallasFtWorth,0.69,1424317,1076839,347477,conventional
2016,04/03,DallasFtWorth,0.7,1339210,1048194,291015,conventional
2016,03/27,DallasFtWorth,0.76,1341740,1052683,289056,conventional
2016,03/20,DallasFtWorth,0.74,1347884,1072735,275148,conventional
2016,03/13,DallasFtWorth,0.78,1177309,984021,193287,conventional
2016,03/06,DallasFtWorth,0.76,1201768,970970,230797,conventional
2016,02/28,DallasFtWorth,0.74,1199630,978482,221148,conventional
2016,02/21,DallasFtWorth,0.83,1006181,836322,169858,conventional
2016,02/14,DallasFtWorth,0.65,1358553,1191998,166554,conventional
2016,02/07,DallasFtWorth,0.71,1515264,1320573,194691,conventional
2016,01/31,DallasFtWorth,0.8,1128639,969530,159108,conventional
2016,01/24,DallasFtWorth,1.02,676032,523943,152088,conventional
2016,01/17,DallasFtWorth,0.79,1164936,1050061,114874,conventional
2016,01/10,DallasFtWorth,0.85,1145736,1008257,137479,conventional
2016,01/03,DallasFtWorth,0.78,1191927,1043446,148481,conventional
2016,12/25,Denver,1.04,765511,345907,419603,conventional
2016,12/18,Denver,1.04,705750,359224,346526,conventional
2016,12/11,Denver,0.95,764135,341534,422601,conventional
2016,12/04,Denver,0.91,855989,418828,437160,conventional
2016,11/27,Denver,1.3,455469,232365,223103,conventional
2016,11/20,Denver,1.28,543816,256592,287224,conventional
2016,11/13,Denver,1.18,661296,346574,314722,conventional
2016,11/06,Denver,1.31,533947,277779,256167,conventional
2016,10/30,Denver,1.13,576353,355125,221228,conventional
2016,10/23,Denver,1.24,594392,285922,308470,conventional
2016,10/16,Denver,1.15,673392,301822,371569,conventional
2016,10/09,Denver,1.08,758236,403506,354730,conventional
2016,10/02,Denver,1.18,677071,313788,363283,conventional
2016,09/25,Denver,1.15,680946,320021,360925,conventional
2016,09/18,Denver,1.02,757358,349151,408207,conventional
2016,09/11,Denver,0.98,791566,354454,437111,conventional
2016,09/04,Denver,0.91,924278,418625,505652,conventional
2016,08/28,Denver,0.91,957464,433794,523669,conventional
2016,08/21,Denver,1.22,603007,355203,247804,conventional
2016,08/14,Denver,1.18,657981,329146,328834,conventional
2016,08/07,Denver,1.14,695116,370204,324912,conventional
2016,07/31,Denver,1.15,673588,342615,330972,conventional
2016,07/24,Denver,1.17,690893,334821,356072,conventional
2016,07/17,Denver,1.07,771606,368485,403121,conventional
2016,07/10,Denver,1.04,835116,441223,393892,conventional
2016,07/03,Denver,1.03,815698,448744,366954,conventional
2016,06/26,Denver,0.98,773677,412850,360827,conventional
2016,06/19,Denver,1.0,791013,433743,357270,conventional
2016,06/12,Denver,0.96,819664,442206,377458,conventional
2016,06/05,Denver,0.85,939081,527987,411093,conventional
2016,05/29,Denver,0.85,977871,497112,480758,conventional
2016,05/22,Denver,0.9,932146,444681,487465,conventional
2016,05/15,Denver,0.9,952354,451040,501314,conventional
2016,05/08,Denver,0.8,1113912,622342,491569,conventional
2016,05/01,Denver,0.87,819111,429976,389134,conventional
2016,04/24,Denver,0.93,661913,369758,292155,conventional
2016,04/17,Denver,0.78,1011265,485795,525469,conventional
2016,04/10,Denver,0.77,982817,491436,491381,conventional
2016,04/03,Denver,0.83,829424,388042,441382,conventional
2016,03/27,Denver,0.95,716900,379986,336913,conventional
2016,03/20,Denver,0.73,1005859,510259,495600,conventional
2016,03/13,Denver,0.83,824792,453568,371224,conventional
2016,03/06,Denver,0.98,671667,407506,264161,conventional
2016,02/28,Denver,0.74,1058089,481343,576746,conventional
2016,02/21,Denver,0.73,955582,502221,453361,conventional
2016,02/14,Denver,0.7,966134,473624,492509,conventional
2016,02/07,Denver,0.63,1365558,807554,558004,conventional
2016,01/31,Denver,0.8,892702,465640,427061,conventional
2016,01/24,Denver,0.6,1195521,445798,749722,conventional
2016,01/17,Denver,0.66,1245174,552619,692554,conventional
2016,01/10,Denver,0.72,1094945,550645,544299,conventional
2016,01/03,Denver,0.6,1295246,650545,644701,conventional
2016,12/25,Detroit,1.06,319957,156705,163251,conventional
2016,12/18,Detroit,1.05,298755,179201,119554,conventional
2016,12/11,Detroit,0.95,333109,184838,148271,conventional
2016,12/04,Detroit,0.81,545216,352740,192476,conventional
2016,11/27,Detroit,1.18,262530,139086,123443,conventional
2016,11/20,Detroit,1.35,243576,127956,115620,conventional
2016,11/13,Detroit,1.39,236523,128529,107993,conventional
2016,11/06,Detroit,1.4,231422,132536,98886,conventional
2016,10/30,Detroit,1.4,193940,121936,72004,conventional
2016,10/23,Detroit,1.35,227233,144041,83192,conventional
2016,10/16,Detroit,1.26,256744,141814,114930,conventional
2016,10/09,Detroit,1.27,253886,142996,110890,conventional
2016,10/02,Detroit,1.25,266892,140857,126034,conventional
2016,09/25,Detroit,1.24,274937,148697,126239,conventional
2016,09/18,Detroit,1.1,320748,168179,152568,conventional
2016,09/11,Detroit,1.09,339890,191648,148242,conventional
2016,09/04,Detroit,1.08,326335,187826,138508,conventional
2016,08/28,Detroit,1.01,353420,188305,165115,conventional
2016,08/21,Detroit,1.15,316859,188328,128531,conventional
2016,08/14,Detroit,1.08,367007,196241,170766,conventional
2016,08/07,Detroit,1.13,352764,208338,144425,conventional
2016,07/31,Detroit,1.16,340176,207843,132332,conventional
2016,07/24,Detroit,1.15,354577,214514,140062,conventional
2016,07/17,Detroit,1.17,328237,210166,118071,conventional
2016,07/10,Detroit,1.18,311241,197635,113605,conventional
2016,07/03,Detroit,1.17,336701,207165,129536,conventional
2016,06/26,Detroit,1.13,344391,224203,120187,conventional
2016,06/19,Detroit,1.0,442961,285089,157872,conventional
2016,06/12,Detroit,0.98,414532,239415,175116,conventional
2016,06/05,Detroit,0.92,473131,336361,136769,conventional
2016,05/29,Detroit,1.04,348557,211019,137538,conventional
2016,05/22,Detroit,1.07,303330,194267,109062,conventional
2016,05/15,Detroit,0.86,485653,346420,139232,conventional
2016,05/08,Detroit,0.96,500424,360796,139627,conventional
2016,05/01,Detroit,1.0,319391,203726,115664,conventional
2016,04/24,Detroit,1.0,331109,213099,118010,conventional
2016,04/17,Detroit,0.97,447346,344235,103111,conventional
2016,04/10,Detroit,1.03,312995,201926,111069,conventional
2016,04/03,Detroit,1.02,335108,227885,107222,conventional
2016,03/27,Detroit,1.05,378431,265270,113161,conventional
2016,03/20,Detroit,1.09,371639,258073,113565,conventional
2016,03/13,Detroit,1.12,299527,190647,108880,conventional
2016,03/06,Detroit,0.97,441920,320820,121099,conventional
2016,02/28,Detroit,1.13,342465,256416,86048,conventional
2016,02/21,Detroit,1.2,247820,181355,66464,conventional
2016,02/14,Detroit,1.0,334544,252017,82526,conventional
2016,02/07,Detroit,0.77,594784,480279,114504,conventional
2016,01/31,Detroit,1.04,364612,287383,77229,conventional
2016,01/24,Detroit,0.94,489584,401169,88415,conventional
2016,01/17,Detroit,1.11,293246,207700,85545,conventional
2016,01/10,Detroit,1.1,325997,256546,69451,conventional
2016,01/03,Detroit,0.86,492699,403471,89228,conventional
2016,12/25,GrandRapids,1.33,149348,96437,52911,conventional
2016,12/18,GrandRapids,1.14,161136,114828,46308,conventional
2016,12/11,GrandRapids,1.2,128166,63911,64254,conventional
2016,12/04,GrandRapids,0.92,263904,199320,64583,conventional
2016,11/27,GrandRapids,1.44,103697,65538,38158,conventional
2016,11/20,GrandRapids,1.46,127392,86283,41108,conventional
2016,11/13,GrandRapids,1.59,118566,67117,51449,conventional
2016,11/06,GrandRapids,1.67,100001,63513,36487,conventional
2016,10/30,GrandRapids,1.42,107013,85400,21613,conventional
2016,10/23,GrandRapids,1.72,100904,69090,31813,conventional
2016,10/16,GrandRapids,1.63,117842,74947,42895,conventional
2016,10/09,GrandRapids,1.62,116477,72468,44009,conventional
2016,10/02,GrandRapids,1.6,122091,73444,48646,conventional
2016,09/25,GrandRapids,1.55,137599,82519,55079,conventional
2016,09/18,GrandRapids,1.49,139511,88591,50920,conventional
2016,09/11,GrandRapids,1.58,136492,84783,51708,conventional
2016,09/04,GrandRapids,1.52,142913,90739,52174,conventional
2016,08/28,GrandRapids,1.45,143049,81753,61296,conventional
2016,08/21,GrandRapids,1.63,132894,87021,45873,conventional
2016,08/14,GrandRapids,1.53,147711,87390,60320,conventional
2016,08/07,GrandRapids,1.59,145207,94166,51041,conventional
2016,07/31,GrandRapids,1.6,142302,92406,49895,conventional
2016,07/24,GrandRapids,1.6,149002,94703,54299,conventional
2016,07/17,GrandRapids,1.58,146730,96232,50498,conventional
2016,07/10,GrandRapids,1.6,133747,93791,39955,conventional
2016,07/03,GrandRapids,1.49,159566,102333,57233,conventional
2016,06/26,GrandRapids,1.26,183547,121635,61911,conventional
2016,06/19,GrandRapids,1.26,216299,152202,64097,conventional
2016,06/12,GrandRapids,1.36,167703,99248,68454,conventional
2016,06/05,GrandRapids,0.93,310903,226774,84128,conventional
2016,05/29,GrandRapids,1.32,193459,122241,71217,conventional
2016,05/22,GrandRapids,1.31,151840,91473,60367,conventional
2016,05/15,GrandRapids,0.88,295706,219482,76224,conventional
2016,05/08,GrandRapids,1.04,272057,208319,63737,conventional
2016,05/01,GrandRapids,1.12,191903,136055,55847,conventional
2016,04/24,GrandRapids,1.07,181857,118415,63441,conventional
2016,04/17,GrandRapids,0.89,332191,266883,65308,conventional
2016,04/10,GrandRapids,1.17,155143,101318,53825,conventional
2016,04/03,GrandRapids,1.1,156883,103290,53592,conventional
2016,03/27,GrandRapids,0.99,216788,153438,63350,conventional
2016,03/20,GrandRapids,1.07,208712,146893,61818,conventional
2016,03/13,GrandRapids,1.15,149119,95982,53137,conventional
2016,03/06,GrandRapids,0.91,259568,201679,57888,conventional
2016,02/28,GrandRapids,1.07,202356,148554,53801,conventional
2016,02/21,GrandRapids,1.16,142681,101252,41428,conventional
2016,02/14,GrandRapids,1.13,154975,115865,39110,conventional
2016,02/07,GrandRapids,0.94,290555,252808,37746,conventional
2016,01/31,GrandRapids,1.13,182986,144872,38114,conventional
2016,01/24,GrandRapids,0.94,260598,214370,46228,conventional
2016,01/17,GrandRapids,1.05,172166,116032,56134,conventional
2016,01/10,GrandRapids,1.17,160432,117917,42515,conventional
2016,01/03,GrandRapids,0.92,258889,207869,51019,conventional
2016,12/25,HarrisburgScranton,1.45,186180,127912,58267,conventional
2016,12/18,HarrisburgScranton,1.21,210917,159515,51402,conventional
2016,12/11,HarrisburgScranton,1.26,202600,143026,59573,conventional
2016,12/04,HarrisburgScranton,1.4,172416,120761,51654,conventional
2016,11/27,HarrisburgScranton,1.4,155286,107114,48171,conventional
2016,11/20,HarrisburgScranton,1.37,191755,120411,71343,conventional
2016,11/13,HarrisburgScranton,1.42,197920,131718,66201,conventional
2016,11/06,HarrisburgScranton,1.55,174837,122724,52112,conventional
2016,10/30,HarrisburgScranton,1.59,171652,114315,57336,conventional
2016,10/23,HarrisburgScranton,1.6,195809,135413,60395,conventional
2016,10/16,HarrisburgScranton,1.49,205728,139720,66008,conventional
2016,10/09,HarrisburgScranton,1.42,219089,154715,64373,conventional
2016,10/02,HarrisburgScranton,1.4,214726,149136,65590,conventional
2016,09/25,HarrisburgScranton,1.37,222019,157639,64379,conventional
2016,09/18,HarrisburgScranton,1.26,220697,149372,71325,conventional
2016,09/11,HarrisburgScranton,1.19,272611,211504,61107,conventional
2016,09/04,HarrisburgScranton,1.15,311176,190390,120786,conventional
2016,08/28,HarrisburgScranton,1.32,269377,161277,108100,conventional
2016,08/21,HarrisburgScranton,1.28,258309,161308,97000,conventional
2016,08/14,HarrisburgScranton,1.22,272099,164793,107305,conventional
2016,08/07,HarrisburgScranton,1.24,267082,165841,101241,conventional
2016,07/31,HarrisburgScranton,1.37,253671,158677,94994,conventional
2016,07/24,HarrisburgScranton,1.36,247275,146019,101255,conventional
2016,07/17,HarrisburgScranton,1.25,249117,136379,112738,conventional
2016,07/10,HarrisburgScranton,1.21,274783,162532,112251,conventional
2016,07/03,HarrisburgScranton,1.23,287688,172097,115591,conventional
2016,06/26,HarrisburgScranton,1.24,277479,180307,97171,conventional
2016,06/19,HarrisburgScranton,1.26,267235,174065,93170,conventional
2016,06/12,HarrisburgScranton,1.24,250231,157805,92425,conventional
2016,06/05,HarrisburgScranton,1.23,267225,175770,91455,conventional
2016,05/29,HarrisburgScranton,1.13,280015,187328,92686,conventional
2016,05/22,HarrisburgScranton,1.12,257598,165726,91872,conventional
2016,05/15,HarrisburgScranton,1.08,270638,194628,76009,conventional
2016,05/08,HarrisburgScranton,0.91,373544,295037,78507,conventional
2016,05/01,HarrisburgScranton,0.99,316410,238084,78326,conventional
2016,04/24,HarrisburgScranton,1.09,283535,208097,75437,conventional
2016,04/17,HarrisburgScranton,1.05,257743,178314,79429,conventional
2016,04/10,HarrisburgScranton,1.05,237139,158856,78283,conventional
2016,04/03,HarrisburgScranton,1.13,186673,125290,61382,conventional
2016,03/27,HarrisburgScranton,1.15,247389,171555,75834,conventional
2016,03/20,HarrisburgScranton,1.08,269456,195150,74306,conventional
2016,03/13,HarrisburgScranton,1.13,256785,183753,73032,conventional
2016,03/06,HarrisburgScranton,1.17,240849,170913,69935,conventional
2016,02/28,HarrisburgScranton,1.11,254954,194513,60440,conventional
2016,02/21,HarrisburgScranton,1.15,235440,170442,64997,conventional
2016,02/14,HarrisburgScranton,1.09,264904,195544,69359,conventional
2016,02/07,HarrisburgScranton,1.1,310166,229547,80618,conventional
2016,01/31,HarrisburgScranton,1.07,240911,171866,69045,conventional
2016,01/24,HarrisburgScranton,1.13,269859,176163,93696,conventional
2016,01/17,HarrisburgScranton,1.15,251772,165283,86488,conventional
2016,01/10,HarrisburgScranton,1.14,231258,152408,78850,conventional
2016,01/03,HarrisburgScranton,1.09,252693,194525,58167,conventional
2016,12/25,HartfordSpringfield,1.49,238100,189841,48259,conventional
2016,12/18,HartfordSpringfield,1.22,304051,262110,41940,conventional
2016,12/11,HartfordSpringfield,1.42,245721,192627,53094,conventional
2016,12/04,HartfordSpringfield,1.54,207482,164264,43218,conventional
2016,11/27,HartfordSpringfield,1.57,195221,153803,41418,conventional
2016,11/20,HartfordSpringfield,1.62,240655,172969,67686,conventional
2016,11/13,HartfordSpringfield,1.82,184928,132349,52579,conventional
2016,11/06,HartfordSpringfield,1.83,173620,122894,50726,conventional
2016,10/30,HartfordSpringfield,1.81,180113,133892,46220,conventional
2016,10/23,HartfordSpringfield,1.78,213547,157299,56247,conventional
2016,10/16,HartfordSpringfield,1.82,208966,152846,56119,conventional
2016,10/09,HartfordSpringfield,1.62,231063,179230,51832,conventional
2016,10/02,HartfordSpringfield,1.69,216818,164035,52783,conventional
2016,09/25,HartfordSpringfield,1.63,224391,168400,55991,conventional
2016,09/18,HartfordSpringfield,1.51,233869,168178,65691,conventional
2016,09/11,HartfordSpringfield,1.22,364052,310747,53304,conventional
2016,09/04,HartfordSpringfield,1.54,279628,211387,68240,conventional
2016,08/28,HartfordSpringfield,1.59,287629,212784,74844,conventional
2016,08/21,HartfordSpringfield,1.46,299545,193860,105685,conventional
2016,08/14,HartfordSpringfield,1.46,298015,193928,104086,conventional
2016,08/07,HartfordSpringfield,1.5,288155,188454,99700,conventional
2016,07/31,HartfordSpringfield,1.72,255025,174940,80084,conventional
2016,07/24,HartfordSpringfield,1.7,254686,169096,85589,conventional
2016,07/17,HartfordSpringfield,1.63,259416,176858,82558,conventional
2016,07/10,HartfordSpringfield,1.46,292611,196473,96138,conventional
2016,07/03,HartfordSpringfield,1.47,309896,217317,92579,conventional
2016,06/26,HartfordSpringfield,1.41,329620,249125,80495,conventional
2016,06/19,HartfordSpringfield,1.5,335704,258713,76990,conventional
2016,06/12,HartfordSpringfield,1.47,324963,250520,74442,conventional
2016,06/05,HartfordSpringfield,1.46,303118,224465,78652,conventional
2016,05/29,HartfordSpringfield,1.15,382443,316234,66209,conventional
2016,05/22,HartfordSpringfield,1.26,296893,228485,68408,conventional
2016,05/15,HartfordSpringfield,1.24,416264,359746,56518,conventional
2016,05/08,HartfordSpringfield,0.86,522565,456095,66469,conventional
2016,05/01,HartfordSpringfield,1.18,353240,291362,61878,conventional
2016,04/24,HartfordSpringfield,1.25,342796,282152,60644,conventional
2016,04/17,HartfordSpringfield,1.18,284479,216716,67762,conventional
2016,04/10,HartfordSpringfield,1.17,280729,218665,62063,conventional
2016,04/03,HartfordSpringfield,1.36,254201,209441,44760,conventional
2016,03/27,HartfordSpringfield,1.31,294602,238349,56253,conventional
2016,03/20,HartfordSpringfield,1.17,373372,321041,52331,conventional
2016,03/13,HartfordSpringfield,1.3,315394,258173,57221,conventional
2016,03/06,HartfordSpringfield,1.27,311503,246291,65211,conventional
2016,02/28,HartfordSpringfield,1.17,357504,311658,45845,conventional
2016,02/21,HartfordSpringfield,1.28,288176,219309,68867,conventional
2016,02/14,HartfordSpringfield,1.1,398441,332868,65572,conventional
2016,02/07,HartfordSpringfield,1.16,393866,311739,82126,conventional
2016,01/31,HartfordSpringfield,1.12,390134,327929,62204,conventional
2016,01/24,HartfordSpringfield,1.27,317932,237551,80380,conventional
2016,01/17,HartfordSpringfield,1.18,352472,270041,82431,conventional
2016,01/10,HartfordSpringfield,1.26,284119,217414,66704,conventional
2016,01/03,HartfordSpringfield,1.07,322752,280177,42574,conventional
2016,12/25,Houston,0.72,1126850,812762,314087,conventional
2016,12/18,Houston,0.63,1212933,838243,374689,conventional
2016,12/11,Houston,0.73,1015973,693046,322927,conventional
2016,12/04,Houston,0.71,1130895,871502,259392,conventional
2016,11/27,Houston,0.82,854629,702293,152336,conventional
2016,11/20,Houston,0.99,827345,673891,153454,conventional
2016,11/13,Houston,1.05,828866,668212,160654,conventional
2016,11/06,Houston,1.12,782911,601835,181075,conventional
2016,10/30,Houston,1.15,709890,531054,178835,conventional
2016,10/23,Houston,1.0,777847,519114,258733,conventional
2016,10/16,Houston,0.98,992992,719549,273443,conventional
2016,10/09,Houston,0.98,1075303,837405,237898,conventional
2016,10/02,Houston,0.98,1023030,709649,313380,conventional
2016,09/25,Houston,0.96,1027782,732561,295221,conventional
2016,09/18,Houston,0.83,1127109,909340,217768,conventional
2016,09/11,Houston,0.76,1217346,920734,296612,conventional
2016,09/04,Houston,0.72,1351649,1052119,299530,conventional
2016,08/28,Houston,0.88,1021607,830560,191046,conventional
2016,08/21,Houston,0.9,1046506,837018,209488,conventional
2016,08/14,Houston,0.9,1015264,812389,202874,conventional
2016,08/07,Houston,0.92,1040953,859460,181492,conventional
2016,07/31,Houston,0.98,941066,755522,185544,conventional
2016,07/24,Houston,0.96,985027,779097,205929,conventional
2016,07/17,Houston,0.92,1006984,780345,226639,conventional
2016,07/10,Houston,0.89,1101543,857120,244423,conventional
2016,07/03,Houston,0.92,1189787,931642,258144,conventional
2016,06/26,Houston,0.88,1186692,916243,270448,conventional
2016,06/19,Houston,0.89,1153583,930823,222759,conventional
2016,06/12,Houston,0.83,1209996,936152,273843,conventional
2016,06/05,Houston,0.85,1182841,908510,274331,conventional
2016,05/29,Houston,0.82,1128598,917635,210963,conventional
2016,05/22,Houston,0.68,1378761,1077825,300936,conventional
2016,05/15,Houston,0.69,1343566,1046295,297271,conventional
2016,05/08,Houston,0.65,1406283,1149332,256951,conventional
2016,05/01,Houston,0.68,1308614,1060195,248418,conventional
2016,04/24,Houston,0.67,1393042,1144093,248948,conventional
2016,04/17,Houston,0.69,1310677,1126880,183796,conventional
2016,04/10,Houston,0.7,1271741,1098481,173260,conventional
2016,04/03,Houston,0.72,1256919,1130856,126062,conventional
2016,03/27,Houston,0.75,1345865,1138595,207270,conventional
2016,03/20,Houston,0.76,1162026,987584,174441,conventional
2016,03/13,Houston,0.76,1136963,1018656,118307,conventional
2016,03/06,Houston,0.76,1091432,967318,124113,conventional
2016,02/28,Houston,0.76,1048304,940643,107660,conventional
2016,02/21,Houston,0.8,966990,857642,109348,conventional
2016,02/14,Houston,0.67,1191352,1062358,128993,conventional
2016,02/07,Houston,0.69,1323490,1156894,166595,conventional
2016,01/31,Houston,0.74,1131583,994495,137087,conventional
2016,01/24,Houston,0.91,867294,702550,164744,conventional
2016,01/17,Houston,0.83,1071138,933833,137305,conventional
2016,01/10,Houston,0.84,1095287,957592,137695,conventional
2016,01/03,Houston,0.78,1061566,924232,137334,conventional
2016,12/25,Indianapolis,1.13,135848,70624,65224,conventional
2016,12/18,Indianapolis,1.19,122035,67907,54127,conventional
2016,12/11,Indianapolis,1.17,133480,74199,59280,conventional
2016,12/04,Indianapolis,1.18,144732,85026,59705,conventional
2016,11/27,Indianapolis,1.34,103728,53308,50419,conventional
2016,11/20,Indianapolis,1.29,124674,63422,61251,conventional
2016,11/13,Indianapolis,1.29,127579,67058,60520,conventional
2016,11/06,Indianapolis,1.37,126205,66236,59969,conventional
2016,10/30,Indianapolis,1.2,139574,72411,67163,conventional
2016,10/23,Indianapolis,1.31,142946,75791,67155,conventional
2016,10/16,Indianapolis,1.27,138921,72970,65951,conventional
2016,10/09,Indianapolis,1.2,143911,74800,69111,conventional
2016,10/02,Indianapolis,1.31,146709,83178,63530,conventional
2016,09/25,Indianapolis,1.39,150804,87816,62987,conventional
2016,09/18,Indianapolis,1.26,153211,87062,66149,conventional
2016,09/11,Indianapolis,1.29,157333,91286,66047,conventional
2016,09/04,Indianapolis,1.31,160672,96423,64248,conventional
2016,08/28,Indianapolis,1.27,167401,94673,72728,conventional
2016,08/21,Indianapolis,1.3,160968,92394,68574,conventional
2016,08/14,Indianapolis,1.27,169421,99626,69794,conventional
2016,08/07,Indianapolis,1.33,163338,104567,58771,conventional
2016,07/31,Indianapolis,1.27,159573,102567,57005,conventional
2016,07/24,Indianapolis,1.2,178389,106623,71766,conventional
2016,07/17,Indianapolis,1.08,195710,118657,77052,conventional
2016,07/10,Indianapolis,1.12,191786,121245,70540,conventional
2016,07/03,Indianapolis,1.1,205562,122258,83304,conventional
2016,06/26,Indianapolis,1.15,183555,119868,63686,conventional
2016,06/19,Indianapolis,1.13,193533,127691,65841,conventional
2016,06/12,Indianapolis,1.12,186723,127783,58939,conventional
2016,06/05,Indianapolis,1.05,208086,138723,69362,conventional
2016,05/29,Indianapolis,1.01,210386,135432,74953,conventional
2016,05/22,Indianapolis,0.87,214847,134014,80833,conventional
2016,05/15,Indianapolis,0.88,212806,133319,79486,conventional
2016,05/08,Indianapolis,0.93,228601,142495,86105,conventional
2016,05/01,Indianapolis,0.92,207488,135389,72098,conventional
2016,04/24,Indianapolis,0.95,217736,151237,66499,conventional
2016,04/17,Indianapolis,0.97,218237,153447,64789,conventional
2016,04/10,Indianapolis,1.07,168009,111380,56628,conventional
2016,04/03,Indianapolis,0.99,154098,101266,52832,conventional
2016,03/27,Indianapolis,0.99,195373,136961,58411,conventional
2016,03/20,Indianapolis,1.12,168886,119936,48950,conventional
2016,03/13,Indianapolis,1.03,179067,127366,51700,conventional
2016,03/06,Indianapolis,0.96,208283,153013,55269,conventional
2016,02/28,Indianapolis,0.99,188077,134864,53212,conventional
2016,02/21,Indianapolis,1.03,153498,111008,42490,conventional
2016,02/14,Indianapolis,0.83,219871,163104,56767,conventional
2016,02/07,Indianapolis,0.88,240237,187226,53010,conventional
2016,01/31,Indianapolis,0.98,175610,133574,42036,conventional
2016,01/24,Indianapolis,0.93,168035,118440,49594,conventional
2016,01/17,Indianapolis,0.97,171404,123281,48123,conventional
2016,01/10,Indianapolis,1.0,173238,124162,49076,conventional
2016,01/03,Indianapolis,0.95,184669,141786,42882,conventional
2016,12/25,Jacksonville,0.81,187804,102201,85602,conventional
2016,12/18,Jacksonville,0.84,162502,77319,85182,conventional
2016,12/11,Jacksonville,1.17,116052,51811,64241,conventional
2016,12/04,Jacksonville,0.89,206009,99202,106806,conventional
2016,11/27,Jacksonville,1.36,111672,51701,59970,conventional
2016,11/20,Jacksonville,1.36,117495,55084,62411,conventional
2016,11/13,Jacksonville,1.31,140702,74601,66101,conventional
2016,11/06,Jacksonville,1.41,127895,65990,61904,conventional
2016,10/30,Jacksonville,1.41,115122,58534,56588,conventional
2016,10/23,Jacksonville,1.35,119840,65752,54087,conventional
2016,10/16,Jacksonville,1.12,157329,84949,72380,conventional
2016,10/09,Jacksonville,1.31,135520,78560,56960,conventional
2016,10/02,Jacksonville,1.31,159576,84036,75540,conventional
2016,09/25,Jacksonville,1.26,158194,79527,78666,conventional
2016,09/18,Jacksonville,1.05,175928,99795,76132,conventional
2016,09/11,Jacksonville,1.1,150295,93354,56941,conventional
2016,09/04,Jacksonville,0.94,239246,162797,76448,conventional
2016,08/28,Jacksonville,1.14,177300,122902,54397,conventional
2016,08/21,Jacksonville,1.11,189700,127309,62390,conventional
2016,08/14,Jacksonville,1.11,206617,142130,64486,conventional
2016,08/07,Jacksonville,1.23,151751,101299,50452,conventional
2016,07/31,Jacksonville,1.23,152777,99697,53079,conventional
2016,07/24,Jacksonville,1.21,156316,109770,46546,conventional
2016,07/17,Jacksonville,1.22,165453,111990,53463,conventional
2016,07/10,Jacksonville,1.19,164680,112826,51854,conventional
2016,07/03,Jacksonville,0.93,272150,186936,85214,conventional
2016,06/26,Jacksonville,1.19,159128,107615,51513,conventional
2016,06/19,Jacksonville,0.94,226775,158573,68201,conventional
2016,06/12,Jacksonville,1.2,151428,105231,46197,conventional
2016,06/05,Jacksonville,0.95,221144,157584,63559,conventional
2016,05/29,Jacksonville,0.92,242168,178693,63475,conventional
2016,05/22,Jacksonville,1.17,160652,110805,49846,conventional
2016,05/15,Jacksonville,0.79,257370,158433,98936,conventional
2016,05/08,Jacksonville,0.8,224519,148161,76357,conventional
2016,05/01,Jacksonville,0.68,370646,240253,130392,conventional
2016,04/24,Jacksonville,0.8,267225,166033,101191,conventional
2016,04/17,Jacksonville,1.0,184827,120017,64810,conventional
2016,04/10,Jacksonville,0.8,261081,160712,100368,conventional
2016,04/03,Jacksonville,1.01,181662,112116,69545,conventional
2016,03/27,Jacksonville,1.06,158322,98569,59753,conventional
2016,03/20,Jacksonville,1.07,140301,86254,54046,conventional
2016,03/13,Jacksonville,0.81,241653,151312,90340,conventional
2016,03/06,Jacksonville,1.06,155654,98175,57478,conventional
2016,02/28,Jacksonville,0.77,253489,151792,101696,conventional
2016,02/21,Jacksonville,1.01,141335,86217,55118,conventional
2016,02/14,Jacksonville,0.95,151724,99090,52633,conventional
2016,02/07,Jacksonville,0.54,369757,249567,120190,conventional
